subset,instrument,instrument_id,song_id,uuid4,noise_category
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,applause
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,bird
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,crowd
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,fan
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,microphone
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,rain
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,street
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,talking
test,clarinet,0,13,476ff707-49a6-5775-fa2e-ad4653441bd0,white_noise
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,ambience
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,applause
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,bird
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,crowd
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,fan
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,microphone
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,rain
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,street
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,talking
test,tenor saxophone,5,86,4799ac11-437a-5360-f415-332fc409a3f0,white_noise
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,ambience
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,applause
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,bird
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,crowd
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,fan
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,microphone
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,rain
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,street
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,talking
training,piano,4,175,47a453c6-f772-5ee0-f9e1-2cfe2b82b852,white_noise
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,ambience
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,applause
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,bird
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,crowd
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,fan
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,microphone
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,rain
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,street
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,talking
training,clarinet,0,142,4851ffb9-003f-5a4f-fb06-1bedd2840437,white_noise
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,ambience
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,applause
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,bird
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,crowd
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,fan
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,microphone
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,rain
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,street
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,talking
test,trumpet,6,96,48d928fa-44b0-548e-f057-a56eaaa8913d,white_noise
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,ambience
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,applause
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,bird
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,crowd
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,fan
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,microphone
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,rain
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,street
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,talking
training,female singer,2,157,494075d5-1513-5f59-f3b0-131ae12298d7,white_noise
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,ambience
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,applause
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,bird
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,crowd
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,fan
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,microphone
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,rain
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,street
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,talking
test,violin,7,133,498cde35-9253-59b7-f4da-4ef739ef31cf,white_noise
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,ambience
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,applause
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,bird
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,crowd
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,fan
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,microphone
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,rain
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,street
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,talking
test,flute,3,55,4a3a7607-e709-58f1-f289-e832ee865abf,white_noise
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,ambience
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,applause
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,bird
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,crowd
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,fan
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,microphone
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,rain
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,street
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,talking
test,violin,7,122,4a9cbc4a-663a-59ff-fe02-71c3c594fc0e,white_noise
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,ambience
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,applause
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,bird
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,crowd
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,fan
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,microphone
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,rain
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,street
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,talking
test,violin,7,121,4abbfac3-6284-58dc-f2c0-94458365a6c5,white_noise
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,ambience
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,applause
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,bird
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,crowd
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,fan
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,microphone
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,rain
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,street
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,talking
test,trumpet,6,110,4b27d7f2-2b50-5866-f405-6a4d2d9ddeb9,white_noise
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,ambience
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,applause
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,bird
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,crowd
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,fan
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,microphone
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,rain
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,street
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,talking
validation,tenor saxophone,5,220,4b28e963-2985-5960-f32e-8b035f61b431,white_noise
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,ambience
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,applause
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,bird
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,crowd
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,fan
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,microphone
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,rain
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,street
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,talking
test,violin,7,124,4b3c8112-d6ec-5873-f934-0fd308de1e18,white_noise
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,ambience
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,applause
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,bird
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,crowd
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,fan
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,microphone
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,rain
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,street
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,talking
test,distorted electric guitar,1,22,4b4e28f4-106f-55c0-f8cc-9834d1dbb37b,white_noise
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,ambience
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,applause
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,bird
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,crowd
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,fan
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,microphone
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,rain
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,street
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,talking
training,trumpet,6,189,4b716b5a-e1b1-58a9-f161-94c1e935416d,white_noise
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,ambience
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,applause
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,bird
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,crowd
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,fan
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,microphone
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,rain
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,street
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,talking
training,distorted electric guitar,1,151,4b7a026d-d9f3-5822-ffcc-53dfd05d8120,white_noise
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,ambience
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,applause
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,bird
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,crowd
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,fan
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,microphone
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,rain
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,street
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,talking
training,female singer,2,157,4b8af899-a80f-562c-f3b3-3aa8b55bef05,white_noise
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,ambience
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,applause
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,bird
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,crowd
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,fan
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,microphone
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,rain
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,street
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,talking
training,piano,4,183,4c1ae588-3dcf-55c7-fb15-b0f5fbc4a6a3,white_noise
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,ambience
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,applause
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,bird
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,crowd
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,fan
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,microphone
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,rain
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,street
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,talking
test,violin,7,122,4c39a27e-344e-5089-f039-1cb0092221bc,white_noise
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,ambience
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,applause
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,bird
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,crowd
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,fan
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,microphone
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,rain
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,street
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,talking
validation,trumpet,6,221,4c6a094e-0ac2-5953-feb3-f32a7fd12c98,white_noise
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,ambience
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,applause
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,bird
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,crowd
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,fan
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,microphone
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,rain
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,street
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,talking
test,distorted electric guitar,1,23,4c6def8c-e601-5f95-f0fc-25e574ff40e7,white_noise
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,ambience
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,applause
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,bird
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,crowd
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,fan
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,microphone
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,rain
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,street
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,talking
test,tenor saxophone,5,85,4cea1b67-f72d-5b7b-ff1e-06e8b6c88022,white_noise
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,ambience
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,applause
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,bird
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,crowd
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,fan
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,microphone
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,rain
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,street
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,talking
training,piano,4,174,4cf41b2e-fd57-565a-fd8d-c1183c6f54d1,white_noise
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,ambience
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,applause
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,bird
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,crowd
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,fan
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,microphone
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,rain
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,street
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,talking
training,trumpet,6,189,4d0ed781-20f2-57c5-fbf7-9b5f2587e5c8,white_noise
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,ambience
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,applause
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,bird
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,crowd
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,fan
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,microphone
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,rain
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,street
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,talking
validation,clarinet,0,201,4d2e02ba-f07f-53b7-f42d-b06a931b501e,white_noise
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,ambience
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,applause
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,bird
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,crowd
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,fan
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,microphone
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,rain
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,street
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,talking
test,tenor saxophone,5,89,4d5a917d-dd07-5c0c-f4f6-04483d503aa5,white_noise
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,ambience
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,applause
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,bird
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,crowd
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,fan
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,microphone
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,rain
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,street
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,talking
test,flute,3,63,4d6b50e9-9902-55b6-f40c-5366e89c9ca5,white_noise
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,ambience
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,applause
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,bird
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,crowd
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,fan
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,microphone
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,rain
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,street
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,talking
test,flute,3,43,4dccdf1b-7057-5854-f130-64e8dd273db4,white_noise
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,ambience
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,applause
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,bird
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,crowd
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,fan
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,microphone
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,rain
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,street
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,talking
test,tenor saxophone,5,89,4ddb95b7-af88-5506-f818-9ffdecc70e64,white_noise
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,ambience
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,applause
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,bird
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,crowd
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,fan
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,microphone
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,rain
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,street
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,talking
test,female singer,2,31,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,white_noise
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,ambience
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,applause
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,bird
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,crowd
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,fan
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,microphone
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,rain
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,street
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,talking
test,distorted electric guitar,1,27,4df68937-2dc5-53f0-f4c4-14fa573ea084,white_noise
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,ambience
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,applause
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,bird
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,crowd
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,fan
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,microphone
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,rain
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,street
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,talking
training,trumpet,6,188,4f0194b3-2a4e-518d-f486-b27cc04e6ac8,white_noise
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,ambience
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,applause
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,bird
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,crowd
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,fan
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,microphone
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,rain
test,trumpet,6,94,4f69873c-f1a0-5bdf-f76e-dbc6fdc880fc,street
